DanOrder	alanOrder	lineID	page	page_on_photo	col_on_single_page	x1col	y1col	x2col	y2col	newLineNuAlan	GTLineNumberDaniel	top_on_page	bottom_on_page	left_on_page	right_on_page	AT	GT2	enriched_y_n	color_img_file_name	include	regionID	regionx1	regiony1	regionx2	regiony2	enriched_y_n	color_img_file_name
8984	8910	35614	356	1	1	1	1	1024	1403	14	14	639	709	249	931	ןמכי יש בני אדם ששמותם נאים ומעשיהם כעורים וששמותיהן נאים		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png	1	1	1	1	1024	1403	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png
8985	8911	35615	356	1	1	1	1	1024	1403	15	15	679	749	250	930	מעשיהם נאים וששמותיהם ומעשיהם כעורים ˙ שמותיהם		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png	1	1	1	1	1024	1403	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png
8986	8912	35616	356	1	1	1	1	1024	1403	16	16	715	787	246	925	זים ומעשיהם כעורים זה ישמעﭏ ועשו שמעﭏ שומע ﭏ עשו עושה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png	1	1	1	1	1024	1403	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png
8987	8913	35617	356	1	1	1	1	1024	1403	17	17	756	827	245	932	ון עושיו ומעשיהם כעורים ˙ שמותיהם כעורים ומעשיהם נאים		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png	1	1	1	1	1024	1403	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png
8988	8914	35618	356	1	1	1	1	1024	1403	18	18	798	867	241	922	ו עוי גולה בני ברקום בני סיסרא בני תמה שמותיהם כעורים		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png	1	1	1	1	1024	1403	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png
8989	8915	35619	356	1	1	1	1	1024	1403	19	19	832	904	225	931	מעשיהם כעורים ﭏו המרגלים מה כתי' בהם סתור שסתרו מן העולם ˙		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png	1	1	1	1	1024	1403	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png
8990	8916	35620	356	1	1	1	1	1024	1403	20	20	874	943	243	787	ויאמר אליהם עלו זה בנגב עם שהם עולים ˙ אמר'		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png	1	1	1	1	1024	1403	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png
8991	8917	35621	356	1	1	1	1	1024	1403	21	21	913	984	245	922	דכיה הכהן בר מצאו שלשה בני ענקים שם אחימן ששי ותלמי למה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png	1	1	1	1	1024	1403	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png
8992	8918	35622	356	1	1	1	1	1024	1403	22	22	957	1016	244	918	דרא שמו אחימן שהיה אומ' אחי מאין בא עלו ˙ ששי שהיה בריא		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png	1	1	1	1	1024	1403	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png
8993	8919	35623	356	1	1	1	1	1024	1403	23	23	996	1057	241	937	שיש ˙ תלמי שהיהעושה תלמים בארץ˙ ילידי הענם שראוהו 		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png	1	1	1	1	1024	1403	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png
8994	8920	35624	356	1	1	1	1	1024	1403	24	24	1034	1093	245	923	והיה עונק את החמה כשראו אותן מרגלים כשראו אותן מרגלים ותיר'		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png	1	1	1	1	1024	1403	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png
8995	8921	35625	356	1	1	1	1	1024	1403	25	25	1073	1132	249	919	תיראו לפילר כי חזק הוא ממנו אמ' ריש לקיש הטיאו דברים כלפי		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png	1	1	1	1	1024	1403	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png
8996	8922	35626	356	1	1	1	1	1024	1403	26	26	1111	1172	253	926	מעלה ובאותו ענק נגזר עיהם גזרות קשות מה הק'ב'ה' אמ' לירמיה לך		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png	1	1	1	1	1024	1403	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_356.png
8997	8923	35701	357	1	1	1	1	1024	1407	1	1	128	199	108	799	אמור לקם אין אתם יודעים מה הוצאתם מפיכם לקול המולה גדולה הצית		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
8998	8924	35702	357	1	1	1	1	1024	1407	2	2	168	239	119	779	אש לקול המולה גדולה שאמרתם מה גרמתם לעצמכם הצית אש עליה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
8999	8925	35703	357	1	1	1	1	1024	1407	3	3	205	276	111	800	לקל המולה יום לשנה יום לשנה תשאו את עונותיכם אמרו ונהי בעינינו		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
9000	8926	35704	357	1	1	1	1	1024	1407	4	4	243	314	119	799	כחגבים אמ' הק'ב’ה' ויתרתי ﭏא וכן היינו בעיניתם יודעים הייתם מה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
9001	8927	35705	357	1	1	1	1	1024	1407	5	5	282	355	108	791	עשיתי אתכם לעיניהם מי יאמרק שלא הייתם בעיניהם כמלאכים מה גרמ		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
9002	8928	35706	357	1	1	1	1	1024	1407	6	6	319	392	117	794	לעצמם כמספר הימים אשר תרהם את הארץ לא דיים כך ﭏא שלא נכנסו		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
9003	8929	35707	357	1	1	1	1	1024	1407	7	7	357	430	114	795	לארץ אמ' להם הק'ב'ה' לישרﭏ בעולם הזה על ידי שהיה שלוחי בשר ודם נג		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
9004	8930	35708	357	1	1	1	1	1024	1407	8	8	395	466	103	792	נגזר עליהם שלא ינסו לארץ אבל לעולם הבא איני משלח להם מלאכי פת'		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
9005	8931	35709	357	1	1	1	1	1024	1407	9	9	433	505	101	790	פתאום ויפנה את הדרך שנא' הנני שולח מלאכי ופנה דרך לפניהם ופתאום		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
9006	8932	35710	357	1	1	1	1	1024	1407	10	10	475	545	114	785	יבא אל היכלו ˙ וישלח אותם משה לתור את ארץ כען		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
9007	8933	35711	357	1	1	1	1	1024	1407	11	11	512	583	114	783	ויאמר אליהם עלו זה בנגב ועליתם בהם ˙˙ שכן הבקרין מראין את		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
9008	8934	35712	357	1	1	1	1	1024	1407	12	12	549	619	111	785	הפסולת תחלה ואחר מראין את השבח ˙˙ וראיתם את הארש שלש		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
9009	8935	35713	357	1	1	1	1	1024	1407	13	13	586	657	116	788	פעמים אמ' להם ומה הארץ השמנה היא אם רזה למה בראשון אמ' להם ו'		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
9010	8936	35714	357	1	1	1	1	1024	1407	14	14	624	695	101	778	וראיהם אמ' להם וראיתם אמ' להם היו מסתכלין בארץ ישרﭏ יש ארץן שמג		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
9011	8937	35715	357	1	1	1	1	1024	1407	15	15	663	732	122	784	שמגדלת גורים ויש שמגדלת חלשים ויש מורלת אכלוסין כך פיקדן		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
9012	8938	35716	357	1	1	1	1	1024	1407	16	16	699	770	116	781	ואת העם היושב עליה החזקם הוא הרפה ומה הארץ אשר הוא יושב בה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
9013	8939	35717	357	1	1	1	1	1024	1407	17	17	738	809	102	784	מנין אתם יורעין כחם אם במחנים הם שרויים הם גבורים בוטחים על כחם		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
9014	8940	35718	357	1	1	1	1	1024	1407	18	18	778	847	119	768	אק במבצרים חלשים הם ולבם רר ומה הארץ השמנה היא אם פירותיה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
9015	8941	35719	357	1	1	1	1	1024	1407	19	19	814	885	111	781	קלים אם שאמנים אמ' להם הסתכלו באבנים ובצרורות שלה אם של צונמא		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
9016	8942	35720	357	1	1	1	1	1024	1407	20	20	850	923	111	785	הי הם שמנים ואם של חרסית הם רזים˙ והימים ימי בכורי		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
9017	8943	35721	357	1	1	1	1	1024	1407	21	21	890	961	110	783	עובים ˙ מיכאן אמרו אין תהופת תמוז בלא תאנים וענכים ˙ ויעלו		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
9018	8944	35722	357	1	1	1	1	1024	1407	22	22	928	999	114	773	ויתורו את הארץ כיצד היו נכנסין לעיר הדבר נוגף את הגדולים ומת'		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
9019	8945	35723	357	1	1	1	1	1024	1407	23	23	968	1039	117	782	ומתעסקים בני העיר בקבורתם ובריה לא היתה רואה אותם לכך אמרו		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
9020	8946	35724	357	1	1	1	1	1024	1407	24	24	1005	1076	122	782	הארץ אשר עברנו בה וגו' בנסים שהיה עושה להם הק'ב'ה' בו הוציאו דבה ˙		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
9021	8947	35725	357	1	1	1	1	1024	1407	25	25	1037	1116	114	689	ו עלו בננש ויבא עד חברון ושם אחימן שהיו עד מאד גורים שנ'		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
9022	8948	35726	357	1	1	1	1	1024	1407	26	26	1075	1155	118	785	אשר אתה ידנת ואתה שמעת מי יתיצב לפני בני ענק ˙ וחברון שכע		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png	1	1	1	1	1024	1407	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_357.png
9023	8949	35801	358	1	1	1	1	1024	1399	1	1	132	201	242	918	שנים נבנתה להודיעך שבחה של ארץ ישרﭏ שהפסולת שלה משובח הרבה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9024	8950	35802	358	1	1	1	1	1024	1399	2	2	171	240	261	912	ותרמן המשובח של מצרים שבשעה שיצאו ונחלו את העולם בני נא אחר		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9025	8951	35803	358	1	1	1	1	1024	1399	3	3	208	279	241	918	המבול הם בנו עיירות תחלה ולא במקום השבח ﭏא במרום הפסולת של		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9026	8952	35804	358	1	1	1	1	1024	1399	4	4	247	317	252	913	זרץ ישרﭏ וצען מצרום היא הטובה שבארץ וזו קרמה לה' שבע שנים ואם		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9027	8953	35805	358	1	1	1	1	1024	1399	5	5	287	357	237	916	לא מישבנה זו לא בנה זו הוא הרור היא המשכחה ובני חם כוש ומצרים ופוט		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9028	8954	35806	358	1	1	1	1	1024	1399	6	6	325	395	276	921	כנען ועמרו ובנו זו לפני זו וחברון שבע שנים נבנתה לפני צען מצרים ˙		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9029	8955	35807	358	1	1	1	1	1024	1399	7	7	365	432	244	800	ויבאו עד נחל אשכל לארצו ליטול מפירות הארץ ﭏולי כלב		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9030	8956	35808	358	1	1	1	1	1024	1399	8	8	401	471	251	931	ושלף את הזיין וירד לפניהם ואמ' להם אם אין אתם נוטלים או אתם הורגים		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9031	8957	35809	358	1	1	1	1	1024	1399	9	9	441	511	256	912	זותי או אני הורג אתכם לא היו נוטלין לפיכך אם לא הארץ אשר דרכה רגל		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9032	8958	35810	358	1	1	1	1	1024	1399	10	10	481	550	237	924	ה לך תהיה ˙ וישאוהו במוט בשנים אין פחות משני מוטות לפי		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9033	8959	35811	358	1	1	1	1	1024	1399	11	11	519	590	245	923	שאין אומ' במונט שנים ﭏא בשנים ויש אומ' שלשה במונט אחד בשנים הרי		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9034	8960	35812	358	1	1	1	1	1024	1399	12	12	557	627	218	933	ולשה וכמה היה משוי של כל אחד ואחד נאמר לאבנים שנטלו מן היררי וא		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9035	8961	35813	358	1	1	1	1	1024	1399	13	13	594	665	221	920	והים עשרה האלה אשר לקחו מן הירדן הקים יהושע בגלגל כמה שיעורה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9036	8962	35814	358	1	1	1	1	1024	1399	14	14	639	698	234	934	מ כל אחת ואחת משוי ארבעים סאה מיכן את מחשב לאותו אשכל אדם		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9037	8963	35815	358	1	1	1	1	1024	1399	15	15	678	737	228	924	ושא משאו לעצמו מגביה סאה מגביה עליו חברו נושא סאתים ואם מגביה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9038	8964	35816	358	1	1	1	1	1024	1399	16	16	709	780	236	929	ואתים נושא עם חברו שלש מכאן מחשב ˙˙ וישובו מתור הארץ		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9039	8965	35817	358	1	1	1	1	1024	1399	17	17	754	813	236	934	קץ ארבעים יום והלא את מוצא שהלכו מן הדרום לצפון ולארבעים יום		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9040	8966	35818	358	1	1	1	1	1024	1399	18	18	793	852	237	924	דו מהלכין את כולה ﭏא שולוי היר לפני הב'ה' שהן באין ואו' לשון הרע על ה'		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9041	8967	35819	358	1	1	1	1	1024	1399	19	19	830	889	239	921	וארץ ונגזר על אותו הרור שנים של צרה יום לשנה יום לשנה וריפץ להם		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9042	8968	35820	358	1	1	1	1	1024	1399	20	20	868	927	237	926	קב'ה' את הררך ˙˙ למקום ההוא קרא נאל אשכל זושה מגיד מרא'		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9043	8969	35821	358	1	1	1	1	1024	1399	21	21	907	966	240	936	וראשית אחרית שהכל היה צפוי לפני הב'ה' אשכל אוהבו של אברהם היה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9044	8970	35822	358	1	1	1	1	1024	1399	22	22	945	1004	330	920	קרא אשכל ול אודות האשכל שעתידין ישרﭏ לכרות ממקומו ˙		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9045	8971	35823	358	1	1	1	1	1024	1399	23	23	985	1044	231	934	ילן ויבאו אל משה ואל אהרן ויספרו ו ויאמרו באנו אל הארי אפס כי		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9046	8972	35824	358	1	1	1	1	1024	1399	24	24	1021	1080	229	928	עו העם כך דרכן של מספרי לשון הרע פותחין בטובה ומשלימין ברעה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9047	8973	35825	358	1	1	1	1	1024	1399	25	25	1058	1117	236	936	ומלק יושב בארץ הנגב מקראו לפתוח בעמלה משל לתינור שסרא		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9048	8974	35826	358	1	1	1	1	1024	1399	26	26	1097	1156	240	926	קה ברצועה וכשמבקשין להפחירו מזכירין לו הרצועה שלקה כך היה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png	1	1	1	1	1024	1399	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_358.png
9049	8975	35901	359	1	1	1	1	1024	1405	1	1	128	199	136	793	היה עמלק רצועה רעה לישרﭏ ומה ראה לישב לו על הספר על דר		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	1	1	1	1	1024	1405	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png
9050	8976	35902	359	1	1	1	1	1024	1405	2	2	167	238	106	792	כניסקן של ישרﭏ לארן רך ציוהו עשו זקנו לקדמן לדרך ועהן מש		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	1	1	1	1	1024	1405	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png
9051	8977	35903	359	1	1	1	1	1024	1405	3	3	205	277	111	787	וישב לו בררך וירד העמלקי והכנעני היושב בהר ההוא ויכום ולאתום ל		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	1	1	1	1	1024	1405	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png
9052	8978	35904	359	1	1	1	1	1024	1405	4	4	244	315	120	791	החרמה  והכנענן יושבעל הים ועל יד היררן אלו		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	1	1	1	1	1024	1405	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png
9053	8979	35905	359	1	1	1	1	1024	1405	5	5	281	352	110	793	הגבורים יושבין על הדרך לפיכך נתכונו המרגלים להניא לבן של ˙ ישרﭏ		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	1	1	1	1	1024	1405	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png
9054	8980	35906	359	1	1	1	1	1024	1405	6	6	319	392	104	787	שנא' ויניאו את לב בני ישרﭏ מעבור אל האר ויהס כלב שכתחל		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	1	1	1	1	1024	1405	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png
9055	8981	35907	359	1	1	1	1	1024	1405	7	7	357	429	108	792	אמ' להם אני עמכם בעצה ובלבו היהלו לומל אמת שנא' ואשיב אותו		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	1	1	1	1	1024	1405	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png
9056	8982	35908	359	1	1	1	1	1024	1405	8	8	395	466	113	785	דבר כאשר היה עם לבבי ואחי אשר היו עמי המסיו את לב העם וכן		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	1	1	1	1	1024	1405	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png
9057	8983	35909	359	1	1	1	1	1024	1405	9	9	432	504	111	783	הק'בה’ מעיד עליו שנ' ועבדי כלב עקב היתה רוח אחרת עמו כשבאו ה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	1	1	1	1	1024	1405	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png
9058	8984	35910	359	1	1	1	1	1024	1405	10	10	474	545	114	788	המרגלים אמרו נאמן עלינו כלב מיד עמד על הספסל ושיתה אר כל		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	1	1	1	1	1024	1405	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png
9059	8985	35911	359	1	1	1	1	1024	1405	11	11	512	582	107	782	ישרﭏ שהיו מצווחין על משה שנא ויהס כלב והם היו סבוריןל שהיו אומ'		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	1	1	1	1	1024	1405	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png
9060	8986	35912	359	1	1	1	1	1024	1405	12	12	547	619	113	794	לשון הרע לפיכך שתהו פתח ואמ' עלה נעלה וירשנו כי יכול נוכללה מיד		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	1	1	1	1	1024	1405	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png
9061	8987	35913	359	1	1	1	1	1024	1405	13	13	586	659	109	791	חלחו כנגדרו ואמרו לא לאכל לעלות אל העם ותשא כל הערה ויתנו את		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	1	1	1	1	1024	1405	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png
9062	8988	35914	359	1	1	1	1	1024	1405	14	14	623	693	110	790	קולם זש'ה דברי נדגן כמתלהמים והם יקו חדרי בטי דברים שקגנו		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	1	1	1	1	1024	1405	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png
9063	8989	35915	359	1	1	1	1	1024	1405	15	15	662	731	113	786	אחר הקב'ה' גרמו להם צדה גדולה שﭏו לא נשתו למרגלים לא היו לורין		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	1	1	1	1	1024	1405	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png
9064	8990	35916	359	1	1	1	1	1024	1405	16	16	696	767	110	788	עמהם לﭏא השלימו אחריהם שנא ותרגנו באהליהם ותאמרו מהו ותל		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	1	1	1	1	1024	1405	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png
9065	8991	35917	359	1	1	1	1	1024	1405	17	17	734	805	105	779	ותרגנו תרתם גנות אא ישרﭏ שקראה הת'ב'ה' ארץ טובה משל אם יהיה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	1	1	1	1	1024	1405	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png
9066	8992	35918	359	1	1	1	1	1024	1405	18	18	774	843	112	783	אוהב למלר ויבורלו מנה יפה ליתללו ועמר אחר ואמ' לאוהבו שהיא		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png	1	1	1	1	1024	1405	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_359.png
