page	line	left	top	right	bottom	AT	iiif_url
340	15	221	1139	1333	1210	האחת˙ ולמה שוחנ אחת ומשלח אחת אם עשה תשובפ אין חוזרת	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0340_fa_0167v.jp2/info.json
340	16	221	1193	1333	1264	והובא אל הב'הן מהו ו הובא שאין לו מי יביאנו שהכל מתרחקין ממלנו˙	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0340_fa_0167v.jp2/info.json
340	17	221	1254	1333	1325	שנ' אוהבי ורעי מנגר נגעי יעמדו˙ וכתי' בדד ישב מחוץ למוגה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0340_fa_0167v.jp2/info.json
340	18	221	1316	1333	1387	מושבו ˙ לכך אמ' והובא˙˙ ד'א' זאת תהיה תורת המצור˙ שנו רבופ	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0340_fa_0167v.jp2/info.json
340	19	221	1370	1333	1441	על יא דברים נוגעים באין על האדם˙ על ע' ועל קללת השם ועל	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0340_fa_0167v.jp2/info.json
340	20	221	1425	1333	1496	גילוי עריות˙ ועל הגניבות˙ ועל לשון הרע˙ ועל מעידי עדות שקר	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0340_fa_0167v.jp2/info.json
340	21	221	1480	1333	1551	ועל הדיין המקלקל את הדין ועל שבועת שוא˙ ועל הנכנם בתחום	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0340_fa_0167v.jp2/info.json
340	22	221	1536	1333	1607	שאינו שלו˙ ועל החושב מחשבות של שקר˙ ועל המשלח מריינים	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0340_fa_0167v.jp2/info.json
340	23	221	1593	1333	1664	בין אחים˙ ויש אומ' אף על עין רעה˙ על ע' מטין שבשעה שעשו ישר	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0340_fa_0167v.jp2/info.json
340	24	221	1653	1333	1724	את העגנל לקו בצרעת שנ' וירא משה את העם כי פרוע הוא מר	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0340_fa_0167v.jp2/info.json
340	25	221	1707	1333	1778	במצורע וראשו יהיה פרוע˙ ועל קללת השם מניין מגלית שקלל שנ	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0340_fa_0167v.jp2/info.json
340	26	221	1758	1333	1829	ברו לכם איש ואין איש אלא ה'בה' שנ' י' איש מלחמה˙ וכתי' היום	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0340_fa_0167v.jp2/info.json
340	27	221	1808	1333	1879	הזה יסגרך יי' בידי˙ יאין סגירה אלא ציעת שנ' והגירו הבהן˙ וערל	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0340_fa_0167v.jp2/info.json
340	28	221	1867	1333	1938	גילוי עביות הנכתי' ושפח יי' קדקד בנותציון˙ ואין שפח אלא צרעת	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0340_fa_0167v.jp2/info.json
341	1	330	334	1458	405	בד'א ולשאת ולספחת ולבהרת ˙ ו הבות שנאמ' הוצאתיה נאם	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	2	330	395	1458	466	יי' צבאות ובאה אל בית הגנב˙ ועל שבועת שוא דכתי' ואת בית	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	3	330	453	1458	524	הנשבע בשמי לשקר ולנה בתוך ביתו וכלתה את עיציו ואת אבניו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	4	330	509	1458	580	אימה דבר שמכלה עצים ואבנים הוי אומ' זה צרעת ˙ שנ' ונתיץ את	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	5	330	566	1458	637	ש'' ˙˙את אבניו יאת עציו˙ ועל לשון הרע מן מרים רכתי' ויפן אהק	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	6	330	620	1458	691	אמת מרים והנה מצורעת˙ זאת תורת המצורע מוציא שם רע˙ ועל	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	7	330	680	1458	751	מעידי עבות על שהעידו ישראל ערות שקר ואמרו אלה אלהיך ישראל	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	8	330	739	1458	810	לקו בצרעת כתי' צו את בני ישראל וישלחו מן המחנה כל צרוע וכרל	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	9	330	798	1458	869	אב'י וייי' וירא משה אל העם כי פרוע הוא˙ ועל דין המקלקל את	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	10	330	856	1458	927	הון ש˙ לבן כאכול הש לשון אש וחשש להכה ירפה שרשם כמק	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	11	330	913	1458	984	יהיה יעחם כאבק יעלה˙ ואין פרחם אלא צרעת דכתי' ואם פדוח	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	12	330	968	1458	1039	תפרח הצרעתי ועל הנבנם בתחום שאינו שלו מן עוזיהו שונבנם	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	13	330	1021	1458	1092	בתמום הכהונה ˙ שנ' והצנרעת זרחה במצחו˙ ועל המשלח המדינים˙	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	14	330	1075	1458	1146	בן אחים מפרעה ˙ שנ' וינמע יי' את פרעה נגעיםיגדולים˙ לפ	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	15	330	1127	1458	1198	שנטל שרה מאברהם˙ ועל עין רעה˙ א'ר' וצחק כיון שעינו של אדם	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	16	330	1183	1458	1254	רעה להשאיל חפציו אדם הולך ואומ' לו השאילני מגלך השאילני	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	17	330	1246	1458	1317	זרדומך˙ הוא אומ' אין לי מה ה'ב'ה' עושה לי מלקה ביתו בצרעת והוא	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	18	330	1306	1458	1377	בא לכהן ואומ' כנגע נראה לי בבית והוא מצוה ונתין את הבית	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	19	330	1362	1458	1433	והכ רואין את כליו כשהן גררין ומוציאין לחויץ ומפרסמין את כליו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	20	330	1424	1458	1495	והל אומ' לא היה אומ' שאין לו מגל שאלן לו קרדום ˙ הרי יש לו חפין	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	21	330	1480	1458	1551	פלוני ופלוני שלא רצה להשאיל והיה עינו צרה ויגון מנין שנכן הוא	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	22	330	1534	1458	1605	אומ' יגל יבול ביתו נגרות ביום אפו˙ ויש אומ' על גסות הרוח˙ מנען	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	23	330	1592	1458	1663	דכת' ונעמן שר צםח מלך ארם היה מיש גדול לפני ארניו שהיה גם	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	24	330	1646	1458	1717	רוח˙ ועל האומ' הםר על חבירו שאין בא שכן אתה מועא ממשה על	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	25	330	1702	1458	1773	שאמר והן לא יאמינו לי אמ' לו הבה בני מאמינים בני מאמינים	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	26	330	1751	1458	1822	דנתי' ויאמן ויסמעו בני מאמינים דכתי' והאמין ביי' ויחשביה לו צדקה˙	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	27	330	1805	1458	1876	אלא שצריך אתה ללקות שהחושד בכשרים לוקה בגפו מניין שכן	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
341	28	330	1859	1458	1930	בתיב ויאמר לו הבא ידך בחיקך˙ אמ' להם הבה' ראו מה ביכיכם	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0341_fa_0168r.jp2/info.json
342	1	221	330	1333	401	לבין האומות כשהן חושאין בגופן אני נומע תחלה ואחר כך	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	2	221	393	1333	464	בבתיהן שנ' ויגגע יי את פבעם נגעים גולים ואחרכך את ביו˙	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	3	221	449	1333	520	אבל אם חטאתי בתיכם אני מלקה תחלה מין ממה שכתוב בתורה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	4	221	506	1333	577	שנ' כי תבואו אל ארן כנען אשר נותן לכם לאחוזה ונתתי נגעל	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	5	221	555	1333	626	צרעת בבית ארץ אחוקנכם˙ ארין מה חשאת שהיא לוקה בן	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	6	221	613	1333	684	בני ארם שנ ארץ רי למלחה מרעת יושבי בה˙ כדי שלמדו הברים	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	7	221	673	1333	744	וילמדה שנ' כי כאשר משפטיך לארץ צדק למדו יושבי תבל˙ מפני	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	8	221	733	1333	804	היסורין באין לעולם מפניהכריות כדי שיראו ויסתכלו מי שחטא לוקה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	9	221	790	1333	861	מי שלא חטא אינו לוקה˙ ולמה העצים והאבנים והכותלים לוקין כה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	10	221	852	1333	923	שיראו בעליהןו וישו תשובה˙ ובן אתה מוצא כשח טאו ישראל	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	11	221	910	1333	981	ובקשו' ה'ב'ה' להגלותן אמ' ה'ב'ה' אם אני מגלה את ישראל תחלה עשה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	12	221	964	1333	1035	חרפה וקלון לכל האומות מה עשה הבא לסנחריב הרשע על כל כאממ'	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	13	221	1016	1333	1087	האומות והגלה אותן שלנ' ותמצא כקן ידי לכל האומות˙ וישראל רוא	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	14	221	1069	1333	1140	שהגלית את האומות שביניהקן ויראו דין שלי ויעשו תשובה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	15	221	1125	1333	1196	ויראו ושטוי שאני עושה לאומלות העולם שנ' הכרתי גוים נשמו פמם	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	16	221	1180	1333	1251	אמרתי אך תיראי אותי תקחי מוסר˙ כון שלא עשו תשובה מי	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	17	221	1244	1333	1315	גלו לפיכך ה'ב'ה' מתרה להם ומלקה בתיהל כדי שעשו תשובה שנ מ	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	18	221	1298	1333	1369	ונתתי נגע צרעת בבית ארץ אחוזתכם חזר בו מוטב ואם לאו לוקה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	19	221	1353	1333	1424	בגופו˙ שכן בפרשה אחרת איש איש כי יחהיה זב מבשריו לכך האה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	20	221	1410	1333	1481	לוקין תחלה חזרו מויוב ואם לאו בגדים שלו לוקין שנ' והבגד כי יהיה בו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	21	221	1471	1333	1542	נגע צרעת ˙ לאסזר מלקהו בגופו של' ואיש כי ימרט ראשו ˙ ועדיייש	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	22	221	1528	1333	1599	במריטות הראש ממש ספק לטמא ספק לטיהר˙ חחר מוטב אם לאו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	23	221	1584	1333	1655	לוקה בשחין שנ' ובשר כי והיה כו בעורו שחין ונדפא˙ שחין גול	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	24	221	1642	1333	1713	ממריטות הראש˙ עשה תשובה מוטב ואם לאו לוקה בחמשה מגלבין	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	25	221	1697	1333	1768	שאת יפתמת בהרת נתק ונגע וכל כך למה שלא חזר בו אמ' הכתו'	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	26	221	1749	1333	1820	נכונו ללצים שפטים˙ אמר ה'בה' עד שלא בראתי את האדם תקנתו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	27	221	1800	1333	1871	ל אלו משל לעבי רע שהיה נמכר בשוק כש הלך רבו לקנותו והיה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
342	28	221	1854	1333	1925	יורנו בו שהוא עבד רע לקח עמו כבלים ומגלכין שאם יסרח הא	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0342_fa_0168v.jp2/info.json
343	1	290	353	1421	424	רודה אותו בהם כיון שסרח הביא את הכבלים וכוכלו הביא את	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	2	290	409	1421	480	המגלבין ומרהו˙ אמ' לו הובד לא הייתי יודע יואני עבד רע למה לקחת	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	3	290	460	1421	531	אותי אמ' לו לתי שהיתי יודע שאתה קשה התקנתי לך כבלים ומגלבין	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	4	290	512	1421	583	שאם תסרח אני רודה אותך בהן˙ אף הב'ה' יתבר ך שמו לעולמים וו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	5	290	567	1421	638	שלא ברא את האדם התקין לו את הל אלו היסורין לפי שהוא יודע כי	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	6	290	627	1421	698	יצר לב האדם רע מנעוריו התקין לו את כל אלו שאם סרח יהא רודה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	7	290	682	1421	753	אותו בהם שנ' נכונו ללצים שפטוים וגומ' מהו מהלומות מחה למות שהא	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	8	290	739	1421	810	מתירה בו תחלה חזר בו מוטיב ואם לאו מלקה רותו במגפע מניין ממ	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	9	290	799	1421	870	שקראו בעיניין ונתתי נגע רעת בבית ארץ אחוזתכם˙˙ ואשק	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	10	290	857	1421	928	כי יחו זוב רמה ימים רבים בלא עת נרתה˙ ילמנו רב'י' מהו שתישן	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	11	290	916	1421	987	נדה בבגדה עם בעלה במטה אחת ואף בעלה בבגדיו˙ זה לצר זה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	12	290	972	1421	1043	וזה ליצר אחר˙ שנו רבותי אסור לשכב זה בבגדו וזה בבגדו שאין נותן	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	13	290	1028	1421	1099	רצה לפני הכשר ביותר לפננ הג נב שמשלו חכמים את הדבר	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	14	290	1086	1421	1157	כעת בוערת˙ ואל אשה בכדת טומאתה לא תקרב˙ ללמדך שהבה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	15	290	1139	1421	1210	מזהיר את יושיראל על הקושה ול הטהרה˙ נשלא יעשו כמעשה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	16	290	1197	1421	1268	הגוים ולא י ומיאו בנשותיהן כשל הן נדות שכל המשמש את אשתו ב	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	17	290	1252	1421	1323	כשהא נדי חיב בברת נשנאמ' ו איש כי ישכב את אשה דוה ונברתע	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	18	290	1308	1421	1379	שניהם לעינר בני עמם˙ לפי שאין בילין מן הנדה הם בכרת שנ' כי	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	19	290	1363	1421	1434	יכרית יד אלהיך את הגוים ההםי לפי שבל הגוים הם בני נדות ונקאו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	20	290	1424	1421	1495	שקיץ טומאה ותועבה וחרם כעז שולהם שנ ולא תכיא תועבה אל ביתך˙	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	21	290	1482	1421	1553	א ואשה כי יזו'ב' זוב דמה ימים רבים˙ והלא שבעה ימי נדתה זהם	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	22	290	1541	1421	1612	ולמה קרא אותן ימים רבים לפי שפורשת מבעלה והן ימין של צער לפיך	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	23	290	1598	1421	1669	קוורא אותן ימים רבים˙ כיוצא בו˙ ויהי מימים רבים ודבר יי היה אל אליהו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	24	290	1659	1421	1730	בשנת השלישית לאמר˙ ל והלא ימים לא היו˙ אלא שלש שנים אלא	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	25	290	1709	1421	1780	ארש וין הי אשוה ובל אותה השנייה וחדש וון השלשית אלא לפי	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	26	290	1762	1421	1833	שהיו ימי רעב נקראו ומים רבים˙ כיוצא בו בהראותו את עושר כבו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
343	27	290	1821	1421	1892	מלכותו ואת יקר תפארת גדולתו ימים רבים שמונים זמאת יום אלא	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0343_fa_0169r.jp2/info.json
344	1	230	347	1362	418	לעי שהיו ימוים של צעור קוא אותם ימים רבים˙ כיוצא בו ימים רבים	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0344_fa_0169v.jp2/info.json
344	2	230	403	1362	474	טש יהושע את כל המלכים האלם מלחמה˙ כיו צא בו וימים רבים	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0344_fa_0169v.jp2/info.json
344	3	230	453	1362	524	לי שראל ללא אלהי אמת ולא כהן מורה וללא תורה˙ וכתי' ויעבדו העם	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0344_fa_0169v.jp2/info.json
344	4	230	505	1362	576	את כל ימי יהושע אלא שעבדו עו נקאו ימים רבים אף ראן על שפרשת	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0344_fa_0169v.jp2/info.json
344	5	230	562	1362	633	מבעלה והם ימים של צעד נקראו ימים רבים אי כאן עלי דא כי יזוב	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0344_fa_0169v.jp2/info.json
344	6	230	618	1362	689	זוב דמה˙ כך שנה ר' חייא בל מקום שהוא אומ' ימים רבים הם סני ימים	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0344_fa_0169v.jp2/info.json
344	7	230	679	1362	750	רבם שלשה˙ כיצד האושה הזו בטמאה בנדתה שבעת ימים ונטוהרת	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0344_fa_0169v.jp2/info.json
344	8	230	733	1362	804	תיום השמינ אם ראתההם באותה יום שומרת יום כנג יום ונטהרת	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0344_fa_0169v.jp2/info.json
344	9	230	792	1362	863	חזה וראתה ביום התשיעי שומרת יום אתו˙ ושבה ונשהרת הרי ל	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0344_fa_0169v.jp2/info.json
344	10	230	849	1362	920	שולשה ימים שהם ימים רבים˙ אתל אם ראתה ביום אחד יעשר שהוא	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0344_fa_0169v.jp2/info.json
344	11	230	910	1362	981	יום רביי לוהרתה חוזרת לטומאתה ושומרת שבעת י מי נהתה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0344_fa_0169v.jp2/info.json
344	12	230	968	1362	1039	מרא˙ שכך שנו רבותינן יא יום בין נדה לנדה הלכה ל משה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0344_fa_0169v.jp2/info.json
